id,name,tags,problem,solution,action,files,tech-stack,cause,causeIds,effectIds,last-commit-short-sha,created-at,updated-at,model,created-by-agent
e4d698c8-dc79-4b28-93fe-10e3d47b495d,Update Build Size in Changelog,"cli, changelog",Build size changed after reverting to node target.,Updated CHANGELOG.md with the new build size of ~1.14MB.,modify,packages/cli/CHANGELOG.md,markdown,,,,01af5e1,2026-01-17T15:38:22.932Z,,,Antigravity
5b365550-120b-4b74-858f-9e2f5bc19b6c,Review tags wrapping logic,"review,csv,test","User requested review of code for wrapping tags with double quotes if multiple tags are present, referencing README line 109.",Verified that 'csv-utils.ts' correctly handles wrapping of fields with commas (like multiple tags) in double quotes using 'escapeCSVField'. Created and ran 'packages/core/src/tags_repro.test.ts' to confirm behavior.,"Checked code, created reproduction test, verified tests pass.","packages/core/src/csv-utils.ts,packages/core/src/tags_repro.test.ts","bun,typescript,test",,,,ec99c92,2026-01-17T16:05:41.141Z,,,Antigravity
1a69c318-b550-4a1a-b198-085523dd14e6,Breakdown Memory MCP Roadmap,"documentation, mcp, roadmap",Need to breakdown the high-level concept of Memory MCP into specific actionable tasks and a design document.,"Created docs/roadmap/memory-mcp/ directory, moved original doc to overview.md, created design.md with architecture/components, and task-manager.md with phased implementation tasks.","file_system_manipulation, create_file","docs/roadmap/memory-mcp/design.md, docs/roadmap/memory-mcp/task-manager.md, docs/roadmap/memory-mcp/overview.md",markdown,,,,0025a48,2026-01-17T16:16:10.995Z,,,Antigravity
d5f340e9-d3b2-4b90-b091-4b884cc8129b,Implement Memory MCP,"mcp, implementation, feature",Need to implement the Memory MCP server as per the roadmap.,"Created packages/memory-mcp, implemented basic server with Resources (recent, stats), Tools (search_logs, get_task_history), and Prompts (summarize_recent_work). Used llm-lean-log-core for CSV parsing.","create_package, implement_feature","packages/memory-mcp/package.json, packages/memory-mcp/src/index.ts, packages/memory-mcp/src/data-access.ts, packages/memory-mcp/README.md","bun, typescript, mcp-sdk",,,,48072a2,2026-01-17T16:28:57.632Z,,,Antigravity
861d4bf0-0b66-4ffb-abb0-4496905d0cd1,Refine Memory MCP Documentation,"documentation, mcp",Documentation formatting needed polish for better readability.,Updated packages/memory-mcp/README.md with improved formatting for lists and JSON arguments.,update_file,packages/memory-mcp/README.md,markdown,,,,48072a2,2026-01-17T16:29:49.358Z,,,Antigravity
f04d09e1-0a1d-4e4f-add5-dfd78a4be79c,Fix Import Sorting,"refactor, imports",Imports were not sorted in memory-mcp/src/index.ts,Reordered imports to put built-ins first,edit,packages/memory-mcp/src/index.ts,typescript,,,,48072a2,2026-01-17T16:32:00.571Z,,,Antigravity
965a4864-b470-4d78-8266-14144afb59bb,Fix Memory MCP Index Signature Error,"bugfix, typescript, memory-mcp",Property 'query' comes from an index signature error in index.ts,Changed property access from dot notation to bracket notation,Modified packages/memory-mcp/src/index.ts,packages/memory-mcp/src/index.ts,"typescript, bun",,,,48072a2,2026-01-17T16:33:52.877Z,,,Antigravity
951abfa4-4940-4a1b-8361-f82c61a64af8,Migrate Memory MCP to McpServer,"refactor, memory-mcp, typescript",Deprecated Server class usage in memory-mcp,"Refactor index.ts to use McpServer class, replace request handlers with resource/tool/prompt registration methods",update src/index.ts,packages/memory-mcp/src/index.ts,"typescript, bun",,,,48072a2,2026-01-17T16:47:02.947Z,,,Antigravity
7a1011d6-ca8a-4046-aa98-e8f286ca9b19,Replace deprecated resource/tool/prompt with register*,"refactor, memory-mcp, typescript",Deprecated server.resource methods,"Migrate to server.registerResource, server.registerTool, and server.registerPrompt",update src/index.ts,packages/memory-mcp/src/index.ts,"typescript, bun",,,,48072a2,2026-01-17T16:49:13.728Z,,,Antigravity
6062927b-d351-47b9-aa37-9288faf6b288,"Implement ""cause"" field","feature,core,cli,visualizer",Implement functionality described in README lines 139-143: optional 'cause' text field.,"Added 'cause' to LogEntry type, CSV headers, CLI add command/help, and Visualizer LogCard.",run bash bun test,"packages/core/src/types.ts,packages/core/src/csv-utils.ts,packages/cli/src/index.ts,packages/visualizer/src/components/LogCard.tsx","typescript,react,bun",,,,6e977ce,2026-01-17T17:05:17.717Z,,,Antigravity
a4557c1b-7d62-48cc-8d29-3f77032ef5f8,Fix 'cause' property error,"bugfix,typescript,build",Property 'cause' does not exist on type 'LogEntry' in LogCard.tsx,Rebuilt packages/core to update outdated declaration files (dist/types.d.ts) which were missing the 'cause' property,bun run build (in packages/core),packages/core/dist/types.d.ts,"TypeScript, Bun",,,,6e977ce,2026-01-17T17:08:49.252Z,,,Antigravity
e02a4658-72c8-489a-bb21-1cb992df21f6,Fix LogCard Undefined Action Error,"fix,typescript,ui",'entry.action' is possibly 'undefined' in LogCard.tsx,Added optional chaining to entry.action access,Modified packages/visualizer/src/components/LogCard.tsx,packages/visualizer/src/components/LogCard.tsx,"typescript,react",,,,6e977ce,2026-01-17T17:11:01.256Z,,,Antigravity
1bc150c2-4509-4e98-8488-ca12bd90a21d,Write UT for Logger Cause Search,"test,typescript,core",Missing unit test for searching log entries by cause,Added test case to logger.test.ts to verify search by cause functionality,Modified packages/core/src/logger.test.ts,packages/core/src/logger.test.ts,"typescript,bun-test",,,,6e977ce,2026-01-17T17:14:08.905Z,,,Antigravity
dd1692d8-df47-4bbe-9739-5bafae7f5274,Verify Help Text Includes Cause,"test,cli,typescript",Need to verify that CLI help text includes the --cause option,Modified packages/cli/src/index.test.ts to check for --cause in help output,Updated unit test,packages/cli/src/index.test.ts,"typescript,bun",,,,6e977ce,2026-01-17T17:16:24.289Z,,,Antigravity
d54dea88-2ecc-429e-b322-e6d2c45a08d6,Verify CSV Column Order,"test,core,typescript",Need to ensure CSV parsing handles arbitrary column orders and gracefully handles schema changes (missing/extra columns),"Added order-of-col.test.ts with tests for scrambled headers, missing columns, and extra columns",Created new test file,packages/core/src/order-of-col.test.ts,"typescript,bun-test",,,,6e977ce,2026-01-17T17:25:58.250Z,,,Antigravity
34e3d515-1216-4a53-ad8e-06cc0ebe0c9e,Verify CSV Migration Logic,"migration,csv,test",Older CSV files missing the 'cause' column need to automatically include it when saved to ensure data consistency with the new schema.,"Verified that the existing 'logEntriesToCSV' implementation uses a static 'CSV_HEADERS' list that includes 'cause'. This ensures that any saved CSV will include the 'cause' column header, even if the source data lacked it. The provided 'migration.test.ts' passes without modification.",verified,packages/core/src/migration.test.ts,typescript,,,,6e977ce,2026-01-17T17:30:43.402Z,,,Antigravity
8c69a75b-210d-43b6-a70d-eddfb2e4f83c,build with core and no peerDep,"build,package.json,bun",Need to bundle core dependency and remove peer dependencies for CLI package.,Moved llm-lean-log-core and typescript to devDependencies in packages/cli/package.json.,mod package.json,packages/cli/package.json,"bun,typescript",,,,ae56be9,2026-01-17T18:16:18.067Z,,,Antigravity
58dbb3d6-d74d-4c61-918f-f2854a6871fa,Update CHANGELOG for 0.2.7,"changelog,documentation",CHANGELOG entry was incomplete regarding peer dependency removal.,Updated CHANGELOG entry to mention peer dependency removal.,mod CHANGELOG.md,packages/cli/CHANGELOG.md,markdown,,,,ae56be9,2026-01-17T18:22:37.935Z,,,Antigravity
d844e7d6-732c-49c3-afac-31eac8fe2e93,Write UT for CLI index.bun.ts,"cli,testing,bun",Lack of unit tests for CLI entry point and commands.,"Created index.bun.test.ts with integration tests for all major CLI commands (add, list, search, stats, tags).",Created packages/cli/src/index.bun.test.ts and verified all tests pass using bun test.,packages/cli/src/index.bun.test.ts,"Bun, TypeScript",,,,e99e192,2026-01-18T14:42:25.326Z,,,Antigravity
089e051c-4750-4ba4-a081-c793d1de8b5b,Write UT for CLI index.bun.ts,"cli,testing,bun",Lack of unit tests for CLI entry point and commands.,"Created index.bun.test.ts with integration tests for all major CLI commands, including flags like --compact and --human.",Expanded integration tests in packages/cli/src/index.bun.test.ts and verified all 11 tests pass.,packages/cli/src/index.bun.test.ts,"Bun, TypeScript",,,,e99e192,2026-01-18T14:42:50.560Z,,,Antigravity
cf3364ec-88a3-4d11-85c7-b1e36c94610f,Implement UT for index.ts,"cli,testing,typescript",Lack of unit tests for CLI entry point index.ts.,Implemented integration tests in index.test.ts covering all CLI commands and flags.,Created packages/cli/src/index.test.ts and verified tests pass.,packages/cli/src/index.test.ts,"Bun, TypeScript",,,,e99e192,2026-01-18T15:20:14.481Z,,,Antigravity
76c21bf0-87da-496c-adad-405bc37fcca4,Create MCP server for test packages/memory-mcp,"mcp,test,refactor",No dedicated MCP server app for testing memory-mcp package,"Created apps/mcp as a test server app, refactored memory-mcp to be a consumable library, and added unit tests","Created apps/mcp, refactored packages/memory-mcp, updated root package.json, added tests","apps/mcp/*, packages/memory-mcp/*, package.json","bun, typescript, mcp",,,,6c3bf9c,2026-01-18T16:08:20.783Z,,,Antigravity
312d361f-7c1c-4530-be06-9f6f89c4992b,Fix TypeScript undefined error in tests,"typescript,tests,bugfix",Object is possibly 'undefined' in data-access.test.ts,Used optional chaining to safely access array elements in tests.,Modified packages/memory-mcp/src/data-access.test.ts,packages/memory-mcp/src/data-access.test.ts,"bun,typescript",,,,6c3bf9c,2026-01-18T16:14:51.505Z,,,Antigravity
d4038780-3a97-48c7-9139-819877c352c0,Separate MCP into library and server packages,"mcp,refactor,config",MCP server and logic were not separated for public export,Separated MCP into l-log-mcp (library) and l-log-mcp-server (standalone app) in packages directory,"Moved apps/mcp to packages/mcp-server, renamed packages/memory-mcp to packages/mcp, updated all references and root package.json","packages/mcp/*, packages/mcp-server/*, package.json","bun, typescript, mcp",,,,6c3bf9c,2026-01-18T16:22:41.144Z,,,Antigravity
7028e233-ce33-40d8-8d16-9e7716c85bc2,Improve unit test coverage for l-log-mcp,"mcp,test,coverage","Low test coverage for MCP package, specifically data-access logic and MCP handlers were not exercised",Improved data-access.test.ts and added index.test.ts with mocked McpServer to test all handlers,"Updated data-access.test.ts, created index.test.ts, ran coverage tests","packages/mcp/src/data-access.test.ts, packages/mcp/src/index.test.ts","bun, typescript, mcp",,,,6c3bf9c,2026-01-18T16:30:12.849Z,,,Antigravity
4cb61c6f-323a-4745-a14f-e112f727f0ee,Refactor MCP Library Entry Point,"refactor,mcp",index.ts in l-log-mcp had executable logic mixed with library exports,Moved main function and execution logic to a separate main.ts file and updated package.json scripts,"Created main.ts, cleaned up index.ts, updated package.json","packages/mcp/src/index.ts, packages/mcp/src/main.ts, packages/mcp/package.json","Bun, TypeScript, MCP",,,,6c3bf9c,2026-01-18T16:35:09.341Z,,,Antigravity
ebd4d7b6-04df-471f-b303-e319ef7a56f8,Add OpenCode configuration to MCP README,"documentation,mcp,opencode",MCP README was missing configuration for OpenCode,Researched OpenCode MCP configuration format and added it to the README with step-by-step instructions,Updated packages/mcp/README.md,packages/mcp/README.md,"markdown,mcp",,,,6c3bf9c,2026-01-18T16:46:24.678Z,,,Antigravity
1a18fe4f-e51d-47c9-9690-b3299c8f7c82,Create AGENTS.md for OpenCode,"opencode,documentation,rules",OpenCode needed a set of rules to follow project-specific logging and tool usage patterns,Created AGENTS.md in the root directory with instructions for logging and using the llm-memory MCP server,Created AGENTS.md and updated packages/mcp/README.md,"AGENTS.md,packages/mcp/README.md","markdown,opencode",,,,6c3bf9c,2026-01-18T16:57:52.664Z,,,Antigravity
d708c0d6-d041-4c55-abc7-217ba469b905,Add memory://last resource to MCP server,"mcp,feature,documentation",Needed a quick way to view the very last log entry with full details through MCP,Implemented memory://last resource in packages/mcp/src/index.ts and updated README configuration,Updated packages/mcp/src/index.ts and packages/mcp/README.md,"packages/mcp/src/index.ts,packages/mcp/README.md","typescript,mcp,markdown",,,,6c3bf9c,2026-01-18T17:25:34.781Z,,,Antigravity
f4ac129e-846d-4432-a21b-72ff676fb8aa,Add more UT for packages/mcp/src/index.ts,"unit-test,mcp",Lack of unit tests for last-log resource and respect limits for recent-logs and summarize_recent_work,"Added more unit tests to cover last-log resource, resource limits, empty logs case, and refreshCache functionality.",Updated index.test.ts,packages/mcp/src/index.test.ts,"bun,typescript",,,,6c3bf9c,2026-01-18T17:27:24.628Z,,,Antigravity
6904f568-9ea6-43fe-bb96-2c9bcea7f2a2,Enhance l-log-mcp-server convenience,"mcp, cli, dx",Developer convenience and missing OpenCode config examples on install,"Added postinstall message, --config flag, shebang support, and updated README","Added scripts/postinstall.js, updated package.json, src/index.ts, and README.md","packages/mcp-server/package.json, packages/mcp-server/src/index.ts, packages/mcp-server/scripts/postinstall.js, packages/mcp-server/README.md, packages/mcp-server/tsconfig.json","bun, typescript, mcp-sdk",,,,b74fecc,2026-01-18T17:49:17.066Z,,,Antigravity
d61554e7-b08b-4b15-8e91-00b3475aa92c,Improve MCP packages & add version flag,"mcp,cli,refactor,docs",MCP server lacked version support; RECENT_LOGS_LIMIT was too low; mcp package documentation was confusing,Added -v flags to mcp-server; bumped RECENT_LOGS_LIMIT to 50 in mcp-core; refactored mcp README as a library doc,Modified source code and tests; rewrote README,"packages/mcp-server/src/index.ts,packages/mcp/src/index.ts,packages/mcp/src/index.test.ts,packages/mcp/README.md","typescript,bun,mcp-sdk",,,,bde2892,2026-01-18T18:14:36.627Z,,,Antigravity
ce7c0c65-34e6-4b0d-ab3c-a5d017c6ae1c,Add unit tests for MCP server CLI,"mcp,test,refactor",MCP server CLI lacked unit tests; entry point was not easily testable,"Refactored index.ts to export a testable run function; added comprehensive unit tests for version, help, config, and environment variable handling",Modified packages/mcp-server/src/index.ts and packages/mcp-server/src/index.test.ts,,"typescript,bun,bun-test",,,,bde2892,2026-01-18T18:20:47.302Z,,,Antigravity
34014467-33b2-4fc3-a6ce-e1106c2be654,Fixed MCP Server Build Error,"bug-fix,build,mcp-server",MCP server build failed due to missing export in l-log-mcp package,Fixed TypeScript configuration in l-log-mcp package to enable declaration generation,"Updated tsconfig.json to set declaration: true and noEmit: false, then rebuilt and published l-log-mcp-server@0.1.2","packages/mcp/tsconfig.json,packages/mcp-server/package.json,packages/mcp-server/src/index.ts","TypeScript,Bun,MCP",,,,382d3d3,2026-01-18T19:16:34.532Z,,,OpenCode
8f5c9346-8e57-40c6-8df4-406b7fc0c6e9,Fixed TypeScript Lint Errors,"bug-fix,typescript,linting",TypeScript lint errors due to conflicting emit settings and file output conflicts,Updated tsconfig.json to use emitDeclarationOnly and fixed build script output directory,Modified packages/mcp/tsconfig.json and packages/mcp/package.json to resolve TypeScript compilation issues,"packages/mcp/tsconfig.json,packages/mcp/package.json","TypeScript,Bun",,,,382d3d3,2026-01-18T19:16:51.905Z,,,OpenCode
d68855ca-186e-4870-98cb-53cec81e2cea,Resolved TypeScript File Conflict Error,"bug-fix,typescript,build",TypeScript error about overwriting input file due to directory structure,Updated tsconfig.json with proper include/exclude patterns and outDir configuration,Modified packages/mcp/tsconfig.json to properly separate source and output directories,"packages/mcp/tsconfig.json,packages/mcp/package.json","TypeScript,Bun",,,,382d3d3,2026-01-18T19:17:14.323Z,,,OpenCode
9d09168d-ab8c-4276-92d0-7ee2490521f6,Fix MCP Server Publish,"mcp,publish,versioning",403 Forbidden when publishing v0.1.2 (already exists) and reported duplicate key 'pub:mcp',Bumped version to 0.1.3 and verified root package.json for duplicates.,"Modified packages/mcp-server/package.json and src/index.ts, ran bun publish.","packages/mcp-server/package.json, packages/mcp-server/src/index.ts","bun, typescript, mcp",,,,bfd5f74,2026-01-18T19:23:45.343Z,,,Antigravity
f5a97cc5-0223-44de-8f0c-8e6db949c951,Published MCP Server v0.1.6,"publish,version-bump,mcp-server",403 Forbidden error due to existing version 0.1.5 on npm,Incremented version to 0.1.6 and successfully published,"Updated package.json and source code version references to 0.1.6, then published successfully","packages/mcp-server/package.json,packages/mcp-server/src/index.ts","Bun,npm",,,,382d3d3,2026-01-18T19:30:53.670Z,,,OpenCode
05d21da4-e4df-45bd-bc9d-368311bc2d62,Limit Search Results,"mcp,search",Search results for search_logs were too many (20 items).,Reduced SEARCH_LIMIT to 7 in packages/mcp/src/index.ts.,Modified SEARCH_LIMIT constant and updated inline comment.,packages/mcp/src/index.ts,"typescript, mcp",,,,ddfafc3,2026-01-19T02:43:03.099Z,,,Antigravity
0911c571-bce0-43bb-a96e-9a517c718de4,Add Unit Tests for Learned Prompt,"mcp,test,prompt",Learned prompt in MCP handlers lacked unit tests.,Added unit tests to packages/mcp/src/index.test.ts to verify filtering logic and limit handling.,Modified packages/mcp/src/index.test.ts and verified with bun test.,packages/mcp/src/index.test.ts,"bun, typescript, mcp",,,,ddfafc3,2026-01-19T02:46:48.271Z,,,Antigravity
267bac50-e405-45fc-b2d0-3f67f48f049b,Implement Daily Standup Prompt,"mcp,feature,prompt,standup",The daily standup prompt was just a placeholder returning static text.,Implemented the 'up' prompt to dynamically fetch logs from the last active day and format them for a standup meeting.,Modified packages/mcp/src/index.ts to use registerPrompt for 'up' and added unit tests in src/index.test.ts.,"packages/mcp/src/index.ts, packages/mcp/src/index.test.ts","typescript, bun, mcp-sdk",,,,4627c5e,2026-01-19T03:11:53.214Z,,,Antigravity
cad82b99-4f8a-46a8-9d5e-7adaca08c574,Update UT for Up Prompt,"mcp,test,standup",Unit tests were failing after the implementation of the 'up' prompt was changed to include all logs and use updated messaging.,Updated the test expectations in src/index.test.ts to match the new logic (including previous days' logs and 'last time' terminology).,Updated src/index.test.ts and verified with bun test.,packages/mcp/src/index.test.ts,"typescript, bun",,,,4627c5e,2026-01-19T03:18:13.126Z,,,Antigravity
a8acb7e1-bd5c-402e-83f6-3ecf05f956bb,Fix MCP Server Version Test,"mcp-server,test,fix","MCP Server tests were failing because they expected version 0.1.1, while the package.json version was 0.1.6.",Updated the test expectations in packages/mcp-server/src/index.test.ts to match the current version 0.1.6.,Modified packages/mcp-server/src/index.test.ts and verified with bun test.,packages/mcp-server/src/index.test.ts,"typescript, bun",,,,4627c5e,2026-01-19T03:19:48.320Z,,,Antigravity
5d58d07c-5902-4c1d-b450-96cb25c1bd5c,Reconcile MCP Server Tests and Coverage,"mcp-server,test,refactor","MCP Server was starting twice during tests because run() was called on import. Also, some redundant code in the 'up' prompt was causing uncovered lines.",Wrapped run() call in a check for import.meta.main and removed the redundant null check in mcp/src/index.ts. Updated tests to use the centralized MCP_SERVER_VERSION constant.,Modified packages/mcp-server/src/index.ts and packages/mcp/src/index.ts. Verified with bun test --coverage.,"packages/mcp-server/src/index.ts, packages/mcp/src/index.ts","typescript, bun",,,,4627c5e,2026-01-19T03:23:32.302Z,,,Antigravity
80442d90-1e62-471a-9b14-7a37fd748d3d,Implement Zig Release Script,"zig,release,automation",Need automated release script for MCP server package,"Created Zig script to increment version, build, test, commit, tag, and push releases","Implemented release.zig script with version increment, build, test, git operations","packages/mcp-server/scripts/release.zig,packages/mcp-server/package.json","zig,bun,git,npm",,,,b2a7146,2026-01-20T03:06:09.055Z,,,OpenCode
2552df00-d261-40ed-a97b-3e094ea54906,Update Release Script for TypeScript Const,"zig,release,typescript","Release script only updated package.json, not TypeScript const file",Added updateConstVersion function to update src/utils/const.ts version,Enhanced release.zig to update both package.json and TypeScript const file versions,"packages/mcp-server/scripts/release.zig,packages/mcp-server/src/utils/const.ts","zig,typescript",,,,d1a5a9f,2026-01-21T12:45:07.739Z,,,OpenCode
8b60c12a-3fa3-4126-a4d9-e62d31eed983,Auto-populate last-commit-short-sha,"feature,cli,git","The last-commit-short-sha field required manual input from agents running git rev-parse --short HEAD, adding friction and potential for inconsistency",Implemented auto-population of last-commit-short-sha by running git rev-parse --short HEAD automatically when the flag is not provided,"Created git utility function, updated CLI add command, added unit tests for git utility and CLI, added migration tests for older CSV versions without the column","packages/cli/src/utils/git.ts,packages/cli/src/utils/git.test.ts,packages/cli/src/utils/cli.ts,packages/cli/src/utils/cli.test.ts,packages/core/src/migration-last-commit-sha.test.ts,.agent/rules/common.md,README.md","typescript,bun,git",,,,ac12656,2026-01-21T16:20:50.424Z,,,Antigravity
0d42aff8-3c09-43da-b82a-4085c9b8d14c,Create project icon,"design,logo,readme",The project lacked a visual identity/icon.,"Generated a cute, minimalist robot mascot holding a digital scroll using AI, and integrated it into the README files across all languages.","Used generate_image to create the icon, moved it to docs/imgs/logo.webp, and updated README and localizations.","docs/imgs/logo.webp, README.md, README-ja.md, README-vi.md, README-zh.md, packages/visualizer/README.md","AI Image Generation, Markdown",,,,ac12656,2026-01-21T17:09:42.974Z,,,Antigravity
